Scenario,Dataset,Rep,Model,fit_elapsed_sec,success,nit,grad_norm_inf
D3,Dataset 3,43,P+NB,24.896482229232788,True,33,2120.289180620216
D3,Dataset 3,43,Z+P+NB,40.99134612083435,True,13,0.0001820012335775889
D3,Dataset 3,43,ZIP--ZINB,82.576904296875,True,32,0.00026654213191429355
D3,Dataset 3,45,Poisson,1.4071712493896484,True,21,13786.942431480102
D3,Dataset 3,45,NB,7.025928258895874,True,31,3293.296650608879
D3,Dataset 3,45,ZIP,7.81302547454834,True,13,5.806475683495238e-05
D3,Dataset 3,45,ZINB,14.503297805786133,True,18,0.0002445033693708881
D3,Dataset 3,45,P+NB,28.587568998336792,True,111,1654.3338243769308
D3,Dataset 3,45,Z+P+NB,36.94854497909546,True,26,0.0003988779854193075
D3,Dataset 3,45,ZIP--ZINB,75.01756429672241,True,18,0.00016454008403690712
D3,Dataset 3,46,Poisson,1.5575413703918457,True,21,13004.636899296162
D3,Dataset 3,46,NB,8.131804704666138,True,19,2820.4989350707356
D3,Dataset 3,46,ZIP,6.344905376434326,True,15,4.7567243646656765e-05
D3,Dataset 3,46,ZINB,8.68848204612732,True,18,0.00021695008320229883
D3,Dataset 3,46,P+NB,25.84724712371826,True,35,1431.5157680822517
D3,Dataset 3,46,Z+P+NB,36.276580572128296,True,15,0.00021564058468364483
D3,Dataset 3,46,ZIP--ZINB,82.74553775787354,True,20,0.0004106572808811786
D3,Dataset 3,52,Poisson,1.6357321739196777,True,21,13245.210445513263
D3,Dataset 3,52,NB,6.713410377502441,True,23,3044.0391377417322
D3,Dataset 3,52,ZIP,6.7056334018707275,True,14,7.854199987850086e-05
D3,Dataset 3,52,ZINB,11.465407609939575,True,18,3.181145112890471e-05
D3,Dataset 3,52,P+NB,23.221847534179688,True,23,1444.5607897336192
D3,Dataset 3,52,Z+P+NB,38.5498366355896,True,22,4.838603027401689e-05
D3,Dataset 3,52,ZIP--ZINB,66.77890133857727,True,35,0.00026131804354467825
D3,Dataset 3,48,Poisson,1.971170425415039,True,16,13783.648300685689
D3,Dataset 3,48,NB,7.162474870681763,True,31,3608.9301823731807
D3,Dataset 3,48,ZIP,9.645654201507568,True,13,2.46268738747224e-05
D3,Dataset 3,48,ZINB,9.621076583862305,True,20,0.00010336893897999744
D3,Dataset 3,48,P+NB,26.955907583236694,True,71,1863.4964529764939
D3,Dataset 3,48,Z+P+NB,33.55547308921814,True,22,3.734291425583347e-05
D3,Dataset 3,48,ZIP--ZINB,77.50904273986816,True,47,0.00028977975613231344
D3,Dataset 3,47,Poisson,1.2414085865020752,True,11,10918.588411609719
D3,Dataset 3,47,NB,5.967834711074829,True,21,816.1223545174892
D3,Dataset 3,47,ZIP,8.06786060333252,True,15,1.8977532412234706e-05
D3,Dataset 3,47,ZINB,12.205931901931763,True,18,0.0003928473174768521
D3,Dataset 3,47,P+NB,28.93125605583191,True,41,1511.351357472965
