Scenario,Dataset,Rep,Parameter,true,estimate
D1,Dataset 1,65,varphi,9.257866057108744,9.945490388680025
D1,Dataset 1,65,alpha,1.5,1.298222338046514
D1,Dataset 1,65,omega,0.1452297836107783,0.14775631349101473
D1,Dataset 1,69,rho,0.7,0.7119855567310535
D1,Dataset 1,69,lambda,3.5012495027333856,3.444427237985422
D1,Dataset 1,69,pi,0.3957565348135109,0.3973923406553413
D1,Dataset 1,69,varphi,9.254373259566849,9.26789527651589
D1,Dataset 1,69,alpha,1.5,1.3302339903532385
D1,Dataset 1,69,omega,0.1459700138966355,0.12589492123118992
D1,Dataset 1,66,rho,0.7,0.715849522538296
D1,Dataset 1,66,lambda,3.5118436896773133,3.4964411865788994
D1,Dataset 1,66,pi,0.39807678935089413,0.4074484579427552
D1,Dataset 1,66,varphi,9.291452913870597,9.861720539472802
D1,Dataset 1,66,alpha,1.5,1.4217117889887518
D1,Dataset 1,66,omega,0.14387910812755833,0.12907946845293053
D1,Dataset 1,73,rho,0.7,0.7018888623396936
D1,Dataset 1,73,lambda,3.502525709473924,3.5042555513774416
D1,Dataset 1,73,pi,0.3957675281786609,0.40030383514002243
D1,Dataset 1,73,varphi,9.258839983158731,9.311014347473002
D1,Dataset 1,73,alpha,1.5,1.4164017282047763
D1,Dataset 1,73,omega,0.1437610704948853,0.14710594206759214
D1,Dataset 1,71,rho,0.7,0.7005989535287289
D1,Dataset 1,71,lambda,3.4989417169394446,3.4654653891679996
D1,Dataset 1,71,pi,0.39518028095242486,0.4084748748602524
D1,Dataset 1,71,varphi,9.246296009288056,9.32832653735567
D1,Dataset 1,71,alpha,1.5,1.470629912301813
D1,Dataset 1,71,omega,0.14593023595184149,0.13464475328817632
D1,Dataset 1,74,rho,0.7,0.6950250278810456
D1,Dataset 1,74,lambda,3.4984741308177263,3.399022381082533
D1,Dataset 1,74,pi,0.3951818306274324,0.4006967116232704
D1,Dataset 1,74,varphi,9.24465945786204,9.083099356614726
D1,Dataset 1,74,alpha,1.5,1.5243274259240271
