Dataset,Model,Link,Row,Col,Value
H2AX1H60,ZIP,identity,0,3,7.1702151318255645
H2AX1H60,ZIP,identity,1,0,-142.02203852760863
H2AX1H60,ZIP,identity,1,1,-339.0849948001213
H2AX1H60,ZIP,identity,1,2,7.1702151318255645
H2AX1H60,ZIP,identity,1,3,14.378651918412853
H2AX1H60,ZIP,identity,2,0,4.566705171651753
H2AX1H60,ZIP,identity,2,1,7.1702151318255645
H2AX1H60,ZIP,identity,2,2,-133.6127455257328
H2AX1H60,ZIP,identity,2,3,-222.35578361668627
H2AX1H60,ZIP,identity,3,0,7.1702151318255645
H2AX1H60,ZIP,identity,3,1,14.378651918412853
H2AX1H60,ZIP,identity,3,2,-222.35578361668627
H2AX1H60,ZIP,identity,3,3,-480.6335210953498
H2AX1H60,ZIP,log,0,0,-1506.2735543115305
H2AX1H60,ZIP,log,0,1,-3015.599828531847
H2AX1H60,ZIP,log,0,2,19.719629108599513
H2AX1H60,ZIP,log,0,3,31.908429925848434
H2AX1H60,ZIP,log,1,0,-3015.599828531847
H2AX1H60,ZIP,log,1,1,-7502.341461224042
H2AX1H60,ZIP,log,1,2,31.908429925848434
H2AX1H60,ZIP,log,1,3,65.59810708476323
H2AX1H60,ZIP,log,2,0,19.719629108599513
H2AX1H60,ZIP,log,2,1,31.908429925848434
H2AX1H60,ZIP,log,2,2,-133.56837645525428
H2AX1H60,ZIP,log,2,3,-222.36395392464533
H2AX1H60,ZIP,log,3,0,31.908429925848434
H2AX1H60,ZIP,log,3,1,65.59810708476323
H2AX1H60,ZIP,log,3,2,-222.36395392464533
H2AX1H60,ZIP,log,3,3,-480.81957866307215
H2AX1H60,ZINB,identity,0,0,-56.38668571208783
H2AX1H60,ZINB,identity,0,1,-101.50351500788582
H2AX1H60,ZINB,identity,0,2,6.647467891981272
H2AX1H60,ZINB,identity,0,3,10.770019445454231
H2AX1H60,ZINB,identity,0,4,-3.4550568685288616
H2AX1H60,ZINB,identity,1,0,-101.50351500788582
H2AX1H60,ZINB,identity,1,1,-241.61434784828614
H2AX1H60,ZINB,identity,1,2,10.770019445454231
H2AX1H60,ZINB,identity,1,3,22.204748602345717
H2AX1H60,ZINB,identity,1,4,-6.222688363504155
H2AX1H60,ZINB,identity,2,0,6.647467891981272
H2AX1H60,ZINB,identity,2,1,10.770019445454231
H2AX1H60,ZINB,identity,2,2,-128.0302906142665
H2AX1H60,ZINB,identity,2,3,-212.00315371499778
H2AX1H60,ZINB,identity,2,4,-4.778005732359187
H2AX1H60,ZINB,identity,3,0,10.770019445454231
H2AX1H60,ZINB,identity,3,1,22.204748602345717
H2AX1H60,ZINB,identity,3,2,-212.00315371499778
H2AX1H60,ZINB,identity,3,3,-456.8893165568885
H2AX1H60,ZINB,identity,3,4,-8.324927362259766
H2AX1H60,ZINB,identity,4,0,-3.4550568685288616
H2AX1H60,ZINB,identity,4,1,-6.222688363504155
H2AX1H60,ZINB,identity,4,2,-4.778005732359187
H2AX1H60,ZINB,identity,4,3,-8.324927362259766
H2AX1H60,ZINB,identity,4,4,-10.040547141122346
H2AX1H60,ZINB,log,0,0,-1059.9263615264547
H2AX1H60,ZINB,log,0,1,-2098.3343151569115
H2AX1H60,ZINB,log,0,2,28.338629679594906
H2AX1H60,ZINB,log,0,3,47.43002686674081
H2AX1H60,ZINB,log,0,4,-14.806104283312681
H2AX1H60,ZINB,log,1,0,-2098.3343151569115
H2AX1H60,ZINB,log,1,1,-5205.5219491632115
H2AX1H60,ZINB,log,1,2,47.43002686674081
H2AX1H60,ZINB,log,1,3,100.38704238961344
H2AX1H60,ZINB,log,1,4,-27.609988393780462
H2AX1H60,ZINB,log,2,0,28.338629679594906
H2AX1H60,ZINB,log,2,1,47.43002686674081
H2AX1H60,ZINB,log,2,2,-128.0042162959692
H2AX1H60,ZINB,log,2,3,-212.10121242672983
H2AX1H60,ZINB,log,2,4,-4.760677498988227
H2AX1H60,ZINB,log,3,0,47.43002686674081
H2AX1H60,ZINB,log,3,1,100.38704238961344
H2AX1H60,ZINB,log,3,2,-212.10121242672983
H2AX1H60,ZINB,log,3,3,-457.38287367964193
H2AX1H60,ZINB,log,3,4,-8.26415652278477
H2AX1H60,ZINB,log,4,0,-14.806104283312681
H2AX1H60,ZINB,log,4,1,-27.609988393780462
H2AX1H60,ZINB,log,4,2,-4.760677498988227
H2AX1H60,ZINB,log,4,3,-8.26415652278477
H2AX1H60,ZINB,log,4,4,-9.969256108357232
H2AX1H60,P+NB,identity,0,0,-132.53251390346247
H2AX1H60,P+NB,identity,0,1,-11.257908938097147
H2AX1H60,P+NB,identity,0,2,-23.47732844733154
H2AX1H60,P+NB,identity,0,3,-146.71536709004792
H2AX1H60,P+NB,identity,0,4,-180.7825628395999
H2AX1H60,P+NB,identity,0,5,-1.1418438124754409
H2AX1H60,P+NB,identity,1,0,-11.257908938097147
H2AX1H60,P+NB,identity,1,1,-59.61171105007584
H2AX1H60,P+NB,identity,1,2,-95.65984630654552
H2AX1H60,P+NB,identity,1,3,97.37225099368469
H2AX1H60,P+NB,identity,1,4,106.67084658586903
H2AX1H60,P+NB,identity,1,5,-0.2802555921368018
H2AX1H60,P+NB,identity,2,0,-23.47732844733154
H2AX1H60,P+NB,identity,2,1,-95.65984630654552
H2AX1H60,P+NB,identity,2,2,-211.0518126774907
H2AX1H60,P+NB,identity,2,3,106.67084658586903
H2AX1H60,P+NB,identity,2,4,161.66994156189017
H2AX1H60,P+NB,identity,2,5,-0.9557680665219547
H2AX1H60,P+NB,identity,3,0,-146.71536709004792
H2AX1H60,P+NB,identity,3,1,97.37225099368469
H2AX1H60,P+NB,identity,3,2,106.67084658586903
H2AX1H60,P+NB,identity,3,3,-1415.1481596226413
H2AX1H60,P+NB,identity,3,4,-1237.7211905321117
H2AX1H60,P+NB,identity,3,5,15.885934594319586
H2AX1H60,P+NB,identity,4,0,-180.7825628395999
H2AX1H60,P+NB,identity,4,1,106.67084658586903
H2AX1H60,P+NB,identity,4,2,161.66994156189017
H2AX1H60,P+NB,identity,4,3,-1237.7211905321117
H2AX1H60,P+NB,identity,4,4,-1386.9094774863734
H2AX1H60,P+NB,identity,4,5,28.662638785931126
H2AX1H60,P+NB,identity,5,0,-1.1418438124754409
H2AX1H60,P+NB,identity,5,1,-0.2802555921368018
H2AX1H60,P+NB,identity,5,2,-0.9557680665219547
H2AX1H60,P+NB,identity,5,3,15.885934594319586
H2AX1H60,P+NB,identity,5,4,28.662638785931126
H2AX1H60,P+NB,identity,5,5,-2.1153375504181793
H2AX1H60,P+NB,log,0,0,-124.4416459045944
H2AX1H60,P+NB,log,0,1,-51.62769764178842
H2AX1H60,P+NB,log,0,2,-111.64681906104796
H2AX1H60,P+NB,log,0,3,-19.12015401457907
H2AX1H60,P+NB,log,0,4,-51.54747305888492
H2AX1H60,P+NB,log,0,5,2.290489927000149
H2AX1H60,P+NB,log,1,0,-51.62769764178842
H2AX1H60,P+NB,log,1,1,-1192.7718860647458
H2AX1H60,P+NB,log,1,2,-2135.8207159370236
H2AX1H60,P+NB,log,1,3,-3.8146799145874675
H2AX1H60,P+NB,log,1,4,-29.520116928113865
H2AX1H60,P+NB,log,1,5,-24.453860168236297
H2AX1H60,P+NB,log,2,0,-111.64681906104796
H2AX1H60,P+NB,log,2,1,-2135.8207159370236
H2AX1H60,P+NB,log,2,2,-4934.0912445432905
H2AX1H60,P+NB,log,2,3,-29.52011692811386
H2AX1H60,P+NB,log,2,4,-112.2035767096239
H2AX1H60,P+NB,log,2,5,-72.9839247716305
H2AX1H60,P+NB,log,3,0,-19.12015401457907
H2AX1H60,P+NB,log,3,1,-3.8146799145874675
H2AX1H60,P+NB,log,3,2,-29.52011692811386
H2AX1H60,P+NB,log,3,3,-13.13005120503111
H2AX1H60,P+NB,log,3,4,-36.849010678838134
H2AX1H60,P+NB,log,3,5,4.13056905047593
H2AX1H60,P+NB,log,4,0,-51.54747305888492
H2AX1H60,P+NB,log,4,1,-29.520116928113865
H2AX1H60,P+NB,log,4,2,-112.2035767096239
H2AX1H60,P+NB,log,4,3,-36.849010678838134
H2AX1H60,P+NB,log,4,4,-106.83399738843475
H2AX1H60,P+NB,log,4,5,12.050077754334847
H2AX1H60,P+NB,log,5,0,2.290489927000149
H2AX1H60,P+NB,log,5,1,-24.453860168236297
H2AX1H60,P+NB,log,5,2,-72.9839247716305
H2AX1H60,P+NB,log,5,3,4.13056905047593
H2AX1H60,P+NB,log,5,4,12.050077754334847
H2AX1H60,P+NB,log,5,5,-10.789012008488593
H2AX1H60,Z+P+NB,identity,0,0,-21.93819371751999
H2AX1H60,Z+P+NB,identity,0,1,-5.502785638988082
H2AX1H60,Z+P+NB,identity,0,2,-21.067634577282707
H2AX1H60,Z+P+NB,identity,0,3,-3.4247211443454253
H2AX1H60,Z+P+NB,identity,0,4,-12.099669241099985
H2AX1H60,Z+P+NB,identity,0,5,6.309766651738112
H2AX1H60,Z+P+NB,identity,0,6,18.53398351200165
H2AX1H60,Z+P+NB,identity,0,7,1.8203923448209036e-05
H2AX1H60,Z+P+NB,identity,1,0,-5.502785638988082
H2AX1H60,Z+P+NB,identity,1,1,-34.75069448664407
H2AX1H60,Z+P+NB,identity,1,2,-67.53946585407319
H2AX1H60,Z+P+NB,identity,1,3,-4.559883715353234
H2AX1H60,Z+P+NB,identity,1,4,3.881568517810587
H2AX1H60,Z+P+NB,identity,1,5,2.6123229907907692
H2AX1H60,Z+P+NB,identity,1,6,3.20977447619691
H2AX1H60,Z+P+NB,identity,1,7,2.6210043252645816e-06
H2AX1H60,Z+P+NB,identity,2,0,-21.067634577282707
H2AX1H60,Z+P+NB,identity,2,1,-67.53946585407319
H2AX1H60,Z+P+NB,identity,2,2,-167.71821521609652
H2AX1H60,Z+P+NB,identity,2,3,3.881568517810587
H2AX1H60,Z+P+NB,identity,2,4,28.513022841081703
H2AX1H60,Z+P+NB,identity,2,5,3.20977447619691
H2AX1H60,Z+P+NB,identity,2,6,4.873078724969731
H2AX1H60,Z+P+NB,identity,2,7,-8.970795057882916e-07
H2AX1H60,Z+P+NB,identity,3,0,-3.4247211443454253
H2AX1H60,Z+P+NB,identity,3,1,-4.559883715353234
H2AX1H60,Z+P+NB,identity,3,2,3.881568517810587
H2AX1H60,Z+P+NB,identity,3,3,-19.107237701754748
H2AX1H60,Z+P+NB,identity,3,4,-42.41621811156705
H2AX1H60,Z+P+NB,identity,3,5,10.72390253872412
H2AX1H60,Z+P+NB,identity,3,6,29.29154214573399
H2AX1H60,Z+P+NB,identity,3,7,-6.059506199370693e-06
H2AX1H60,Z+P+NB,identity,4,0,-12.099669241099985
H2AX1H60,Z+P+NB,identity,4,1,3.881568517810587
H2AX1H60,Z+P+NB,identity,4,2,28.513022841081703
H2AX1H60,Z+P+NB,identity,4,3,-42.41621811156705
H2AX1H60,Z+P+NB,identity,4,4,-112.39498235333096
H2AX1H60,Z+P+NB,identity,4,5,29.291542145733985
H2AX1H60,Z+P+NB,identity,4,6,84.01748657265746
H2AX1H60,Z+P+NB,identity,4,7,-1.2778503524235348e-05
H2AX1H60,Z+P+NB,identity,5,0,6.309766651738112
H2AX1H60,Z+P+NB,identity,5,1,2.6123229907907692
H2AX1H60,Z+P+NB,identity,5,2,3.20977447619691
H2AX1H60,Z+P+NB,identity,5,3,10.72390253872412
H2AX1H60,Z+P+NB,identity,5,4,29.291542145733985
H2AX1H60,Z+P+NB,identity,5,5,-119.0848979554562
H2AX1H60,Z+P+NB,identity,5,6,-180.66851906583457
H2AX1H60,Z+P+NB,identity,5,7,-4.060198177832433e-08
H2AX1H60,Z+P+NB,identity,6,0,18.53398351200165
H2AX1H60,Z+P+NB,identity,6,1,3.20977447619691
H2AX1H60,Z+P+NB,identity,6,2,4.873078724969731
H2AX1H60,Z+P+NB,identity,6,3,29.29154214573399
H2AX1H60,Z+P+NB,identity,6,4,84.01748657265746
H2AX1H60,Z+P+NB,identity,6,5,-180.66851906583457
H2AX1H60,Z+P+NB,identity,6,6,-358.39883443994273
H2AX1H60,Z+P+NB,identity,6,7,-7.941200123110279e-08
H2AX1H60,Z+P+NB,identity,7,0,1.8203923448209036e-05
H2AX1H60,Z+P+NB,identity,7,1,2.6210043252645816e-06
H2AX1H60,Z+P+NB,identity,7,2,-8.970795057882916e-07
H2AX1H60,Z+P+NB,identity,7,3,-6.059506199370693e-06
H2AX1H60,Z+P+NB,identity,7,4,-1.2778503524235348e-05
H2AX1H60,Z+P+NB,identity,7,5,-4.060198177832433e-08
H2AX1H60,Z+P+NB,identity,7,6,-7.941200123110279e-08
H2AX1H60,Z+P+NB,identity,7,7,3.157670671416769e-05
H2AX1H60,Z+P+NB,log,0,0,-24.533638368783087
H2AX1H60,Z+P+NB,log,0,1,-28.1301803191933
H2AX1H60,Z+P+NB,log,0,2,-111.73867552174073
H2AX1H60,Z+P+NB,log,0,3,4.082249223529401
H2AX1H60,Z+P+NB,log,0,4,-9.710143278219608
H2AX1H60,Z+P+NB,log,0,5,6.724078642989108
H2AX1H60,Z+P+NB,log,0,6,19.73971426300862
H2AX1H60,Z+P+NB,log,0,7,8.070746547294475e-06
H2AX1H60,Z+P+NB,log,1,0,-28.1301803191933
H2AX1H60,Z+P+NB,log,1,1,-863.3242312849588
H2AX1H60,Z+P+NB,log,1,2,-2037.5084266946742
H2AX1H60,Z+P+NB,log,1,3,-76.65090745023886
H2AX1H60,Z+P+NB,log,1,4,-10.656027336291885
H2AX1H60,Z+P+NB,log,1,5,12.425835425953554
H2AX1H60,Z+P+NB,log,1,6,15.943034306150349
H2AX1H60,Z+P+NB,log,1,7,7.338385383074443e-06
H2AX1H60,Z+P+NB,log,2,0,-111.73867552174073
H2AX1H60,Z+P+NB,log,2,1,-2037.5084266946742
H2AX1H60,Z+P+NB,log,2,2,-5499.121323903685
H2AX1H60,Z+P+NB,log,2,3,-10.656027336291856
H2AX1H60,Z+P+NB,log,2,4,181.76872076716046
H2AX1H60,Z+P+NB,log,2,5,15.94303430615035
H2AX1H60,Z+P+NB,log,2,6,25.0648353411233
H2AX1H60,Z+P+NB,log,2,7,1.1089165194769226e-05
H2AX1H60,Z+P+NB,log,3,0,4.082249223529401
H2AX1H60,Z+P+NB,log,3,1,-76.65090745023886
H2AX1H60,Z+P+NB,log,3,2,-10.656027336291856
H2AX1H60,Z+P+NB,log,3,3,-180.16321997505247
H2AX1H60,Z+P+NB,log,3,4,-203.26099722262097
H2AX1H60,Z+P+NB,log,3,5,18.746596561581942
H2AX1H60,Z+P+NB,log,3,6,44.6400043960007
H2AX1H60,Z+P+NB,log,3,7,-4.165569553071481e-06
H2AX1H60,Z+P+NB,log,4,0,-9.710143278219608
H2AX1H60,Z+P+NB,log,4,1,-10.656027336291885
H2AX1H60,Z+P+NB,log,4,2,181.76872076716046
H2AX1H60,Z+P+NB,log,4,3,-203.26099722262097
H2AX1H60,Z+P+NB,log,4,4,-308.1882202625077
H2AX1H60,Z+P+NB,log,4,5,44.6400043960007
H2AX1H60,Z+P+NB,log,4,6,117.88564722225135
H2AX1H60,Z+P+NB,log,4,7,-1.1537474813574929e-05
H2AX1H60,Z+P+NB,log,5,0,6.724078642989108
H2AX1H60,Z+P+NB,log,5,1,12.425835425953554
H2AX1H60,Z+P+NB,log,5,2,15.94303430615035
H2AX1H60,Z+P+NB,log,5,3,18.746596561581942
H2AX1H60,Z+P+NB,log,5,4,44.6400043960007
H2AX1H60,Z+P+NB,log,5,5,-116.9969358965313
H2AX1H60,Z+P+NB,log,5,6,-176.0754256199011
H2AX1H60,Z+P+NB,log,5,7,-3.996525535787694e-08
H2AX1H60,Z+P+NB,log,6,0,19.73971426300862
H2AX1H60,Z+P+NB,log,6,1,15.943034306150349
H2AX1H60,Z+P+NB,log,6,2,25.0648353411233
H2AX1H60,Z+P+NB,log,6,3,44.6400043960007
H2AX1H60,Z+P+NB,log,6,4,117.88564722225135
H2AX1H60,Z+P+NB,log,6,5,-176.0754256199011
H2AX1H60,Z+P+NB,log,6,6,-346.9309882223066
H2AX1H60,Z+P+NB,log,6,7,-7.813031036506981e-08
H2AX1H60,Z+P+NB,log,7,0,8.070746547294475e-06
H2AX1H60,Z+P+NB,log,7,1,7.338385383074443e-06
H2AX1H60,Z+P+NB,log,7,2,1.1089165194769226e-05
H2AX1H60,Z+P+NB,log,7,3,-4.165569553071481e-06
H2AX1H60,Z+P+NB,log,7,4,-1.1537474813574929e-05
H2AX1H60,Z+P+NB,log,7,5,-3.996525535787694e-08
H2AX1H60,Z+P+NB,log,7,6,-7.813031036506981e-08
H2AX1H60,Z+P+NB,log,7,7,2.0094044913245026e-06
H2AX1H60,ZIP--ZINB,identity,0,0,-134.03490750068246
H2AX1H60,ZIP--ZINB,identity,0,1,-5.821511933533992
H2AX1H60,ZIP--ZINB,identity,0,2,-17.468077332117716
H2AX1H60,ZIP--ZINB,identity,0,3,-0.026964330648919035
H2AX1H60,ZIP--ZINB,identity,0,4,-0.029702907309788175
H2AX1H60,ZIP--ZINB,identity,0,5,-6.786733468821334
H2AX1H60,ZIP--ZINB,identity,0,6,-27.616935356476777
H2AX1H60,ZIP--ZINB,identity,0,7,4.36592743633862
H2AX1H60,ZIP--ZINB,identity,0,8,13.098651044031701
H2AX1H60,ZIP--ZINB,identity,0,9,-6.479719324192771e-06
H2AX1H60,ZIP--ZINB,identity,1,0,-5.821511933533992
H2AX1H60,ZIP--ZINB,identity,1,1,-13.38158749589248
H2AX1H60,ZIP--ZINB,identity,1,2,-40.14287659650195
H2AX1H60,ZIP--ZINB,identity,1,3,0.00010590023693206968
H2AX1H60,ZIP--ZINB,identity,1,4,0.000983977626167699
H2AX1H60,ZIP--ZINB,identity,1,5,3.910645540070234
H2AX1H60,ZIP--ZINB,identity,1,6,11.743732582193665
H2AX1H60,ZIP--ZINB,identity,1,7,-2.1807542110337312
H2AX1H60,ZIP--ZINB,identity,1,8,-6.542262671002176
H2AX1H60,ZIP--ZINB,identity,1,9,-2.3550473997034358e-07
H2AX1H60,ZIP--ZINB,identity,2,0,-17.468077332117716
H2AX1H60,ZIP--ZINB,identity,2,1,-40.14287659650195
H2AX1H60,ZIP--ZINB,identity,2,2,-120.4258024503395
H2AX1H60,ZIP--ZINB,identity,2,3,0.000983977626167701
H2AX1H60,ZIP--ZINB,identity,2,4,0.003951507990547396
H2AX1H60,ZIP--ZINB,identity,2,5,11.74373258219366
H2AX1H60,ZIP--ZINB,identity,2,6,35.24889157292153
H2AX1H60,ZIP--ZINB,identity,2,7,-6.542262671002176
H2AX1H60,ZIP--ZINB,identity,2,8,-19.626788069857877
H2AX1H60,ZIP--ZINB,identity,2,9,-7.104592865404721e-07
H2AX1H60,ZIP--ZINB,identity,3,0,-0.026964330648919035
H2AX1H60,ZIP--ZINB,identity,3,1,0.00010590023693206968
H2AX1H60,ZIP--ZINB,identity,3,2,0.000983977626167701
H2AX1H60,ZIP--ZINB,identity,3,3,-0.0044316083180981364
H2AX1H60,ZIP--ZINB,identity,3,4,-0.008665578869634797
H2AX1H60,ZIP--ZINB,identity,3,5,0.0018108489113504323
H2AX1H60,ZIP--ZINB,identity,3,6,0.007175059907032455
H2AX1H60,ZIP--ZINB,identity,3,7,-0.00335933620822093
H2AX1H60,ZIP--ZINB,identity,3,8,-0.010077374895929723
H2AX1H60,ZIP--ZINB,identity,3,9,-4.590167645699053e-09
H2AX1H60,ZIP--ZINB,identity,4,0,-0.029702907309788175
H2AX1H60,ZIP--ZINB,identity,4,1,0.000983977626167699
H2AX1H60,ZIP--ZINB,identity,4,2,0.003951507990547396
H2AX1H60,ZIP--ZINB,identity,4,3,-0.008665578869634797
H2AX1H60,ZIP--ZINB,identity,4,4,-0.01904943776695585
H2AX1H60,ZIP--ZINB,identity,4,5,0.007175059907032457
H2AX1H60,ZIP--ZINB,identity,4,6,0.024131926502875337
H2AX1H60,ZIP--ZINB,identity,4,7,-0.010077374895929723
H2AX1H60,ZIP--ZINB,identity,4,8,-0.03023117409503157
H2AX1H60,ZIP--ZINB,identity,4,9,-7.471256302472549e-09
H2AX1H60,ZIP--ZINB,identity,5,0,-6.786733468821334
H2AX1H60,ZIP--ZINB,identity,5,1,3.910645540070234
H2AX1H60,ZIP--ZINB,identity,5,2,11.74373258219366
H2AX1H60,ZIP--ZINB,identity,5,3,0.0018108489113504323
H2AX1H60,ZIP--ZINB,identity,5,4,0.007175059907032457
H2AX1H60,ZIP--ZINB,identity,5,5,-58.71097247596954
H2AX1H60,ZIP--ZINB,identity,5,6,-83.88887666238435
H2AX1H60,ZIP--ZINB,identity,5,7,4.527745964378957
H2AX1H60,ZIP--ZINB,identity,5,8,13.583180654361618
H2AX1H60,ZIP--ZINB,identity,5,9,-4.269306591365681e-06
H2AX1H60,ZIP--ZINB,identity,6,0,-27.616935356476777
H2AX1H60,ZIP--ZINB,identity,6,1,11.743732582193665
H2AX1H60,ZIP--ZINB,identity,6,2,35.24889157292153
H2AX1H60,ZIP--ZINB,identity,6,3,0.007175059907032455
H2AX1H60,ZIP--ZINB,identity,6,4,0.024131926502875337
H2AX1H60,ZIP--ZINB,identity,6,5,-83.88887666238435
H2AX1H60,ZIP--ZINB,identity,6,6,-154.64601455645675
H2AX1H60,ZIP--ZINB,identity,6,7,13.58318065436161
H2AX1H60,ZIP--ZINB,identity,6,8,40.74945616941116
H2AX1H60,ZIP--ZINB,identity,6,9,-2.6548070998701116e-06
H2AX1H60,ZIP--ZINB,identity,7,0,4.36592743633862
H2AX1H60,ZIP--ZINB,identity,7,1,-2.1807542110337312
H2AX1H60,ZIP--ZINB,identity,7,2,-6.542262671002176
H2AX1H60,ZIP--ZINB,identity,7,3,-0.00335933620822093
H2AX1H60,ZIP--ZINB,identity,7,4,-0.010077374895929723
H2AX1H60,ZIP--ZINB,identity,7,5,4.527745964378957
H2AX1H60,ZIP--ZINB,identity,7,6,13.58318065436161
H2AX1H60,ZIP--ZINB,identity,7,7,-11.66009472672893
H2AX1H60,ZIP--ZINB,identity,7,8,-34.98035208968416
H2AX1H60,ZIP--ZINB,identity,7,9,-2.4171705897110395e-06
H2AX1H60,ZIP--ZINB,identity,8,0,13.098651044031701
H2AX1H60,ZIP--ZINB,identity,8,1,-6.542262671002176
H2AX1H60,ZIP--ZINB,identity,8,2,-19.626788069857877
H2AX1H60,ZIP--ZINB,identity,8,3,-0.010077374895929723
H2AX1H60,ZIP--ZINB,identity,8,4,-0.03023117409503157
H2AX1H60,ZIP--ZINB,identity,8,5,13.583180654361618
H2AX1H60,ZIP--ZINB,identity,8,6,40.74945616941116
H2AX1H60,ZIP--ZINB,identity,8,7,-34.98035208968416
H2AX1H60,ZIP--ZINB,identity,8,8,-104.94115881664763
H2AX1H60,ZIP--ZINB,identity,8,9,-7.25144659375437e-06
H2AX1H60,ZIP--ZINB,identity,9,0,-6.479719324192771e-06
H2AX1H60,ZIP--ZINB,identity,9,1,-2.3550473997034358e-07
H2AX1H60,ZIP--ZINB,identity,9,2,-7.104592865404721e-07
H2AX1H60,ZIP--ZINB,identity,9,3,-4.590167645699053e-09
H2AX1H60,ZIP--ZINB,identity,9,4,-7.471256302472549e-09
H2AX1H60,ZIP--ZINB,identity,9,5,-4.269306591365681e-06
H2AX1H60,ZIP--ZINB,identity,9,6,-2.6548070998701116e-06
H2AX1H60,ZIP--ZINB,identity,9,7,-2.4171705897110395e-06
H2AX1H60,ZIP--ZINB,identity,9,8,-7.25144659375437e-06
H2AX1H60,ZIP--ZINB,identity,9,9,-7.0634449391481525e-06
H2AX1H60,ZIP--ZINB,log,0,0,-132.20141858348518
H2AX1H60,ZIP--ZINB,log,0,1,-38.970731788347294
H2AX1H60,ZIP--ZINB,log,0,2,-116.9234915380266
H2AX1H60,ZIP--ZINB,log,0,3,0.002495109703392416
H2AX1H60,ZIP--ZINB,log,0,4,0.02262457402594876
H2AX1H60,ZIP--ZINB,log,0,5,-1.9467299986670292
H2AX1H60,ZIP--ZINB,log,0,6,-34.792279143357135
H2AX1H60,ZIP--ZINB,log,0,7,5.076269746902928
H2AX1H60,ZIP--ZINB,log,0,8,15.232603089107933
H2AX1H60,ZIP--ZINB,log,0,9,-2.9563957330964083e-06
H2AX1H60,ZIP--ZINB,log,1,0,-38.970731788347294
H2AX1H60,ZIP--ZINB,log,1,1,-513.5143865199027
H2AX1H60,ZIP--ZINB,log,1,2,-1540.5424991210334
H2AX1H60,ZIP--ZINB,log,1,3,0.008466435458075926
H2AX1H60,ZIP--ZINB,log,1,4,0.022412680483086016
H2AX1H60,ZIP--ZINB,log,1,5,33.80882282774156
H2AX1H60,ZIP--ZINB,log,1,6,101.41057658453977
H2AX1H60,ZIP--ZINB,log,1,7,-15.202644884283169
H2AX1H60,ZIP--ZINB,log,1,8,-45.60793531409903
H2AX1H60,ZIP--ZINB,log,1,9,1.346920443339557e-05
H2AX1H60,ZIP--ZINB,log,2,0,-116.9234915380266
H2AX1H60,ZIP--ZINB,log,2,1,-1540.5424991210334
H2AX1H60,ZIP--ZINB,log,2,2,-4621.6265060604255
H2AX1H60,ZIP--ZINB,log,2,3,0.022412680483086023
H2AX1H60,ZIP--ZINB,log,2,4,0.06275719746599642
H2AX1H60,ZIP--ZINB,log,2,5,101.41057658453977
H2AX1H60,ZIP--ZINB,log,2,6,304.20789947516425
H2AX1H60,ZIP--ZINB,log,2,7,-45.60793531409904
H2AX1H60,ZIP--ZINB,log,2,8,-136.82380693417028
H2AX1H60,ZIP--ZINB,log,2,9,4.041238014363032e-05
H2AX1H60,ZIP--ZINB,log,3,0,0.002495109703392416
H2AX1H60,ZIP--ZINB,log,3,1,0.008466435458075926
H2AX1H60,ZIP--ZINB,log,3,2,0.022412680483086023
H2AX1H60,ZIP--ZINB,log,3,3,-0.004538152627485995
H2AX1H60,ZIP--ZINB,log,3,4,-0.00930946568321307
H2AX1H60,ZIP--ZINB,log,3,5,-0.011546407016968345
H2AX1H60,ZIP--ZINB,log,3,6,-0.005361028625177813
H2AX1H60,ZIP--ZINB,log,3,7,-0.006736487733764209
H2AX1H60,ZIP--ZINB,log,3,8,-0.02020856893496517
H2AX1H60,ZIP--ZINB,log,3,9,4.007918301438555e-09
H2AX1H60,ZIP--ZINB,log,4,0,0.02262457402594876
H2AX1H60,ZIP--ZINB,log,4,1,0.022412680483086016
H2AX1H60,ZIP--ZINB,log,4,2,0.06275719746599642
H2AX1H60,ZIP--ZINB,log,4,3,-0.00930946568321307
H2AX1H60,ZIP--ZINB,log,4,4,-0.021469867576026695
H2AX1H60,ZIP--ZINB,log,4,5,-0.005361028625177816
H2AX1H60,ZIP--ZINB,log,4,6,0.027825536233325256
H2AX1H60,ZIP--ZINB,log,4,7,-0.02020856893496517
H2AX1H60,ZIP--ZINB,log,4,8,-0.060624365406032533
H2AX1H60,ZIP--ZINB,log,4,9,6.6822360804967395e-09
H2AX1H60,ZIP--ZINB,log,5,0,-1.9467299986670292
H2AX1H60,ZIP--ZINB,log,5,1,33.80882282774156
H2AX1H60,ZIP--ZINB,log,5,2,101.41057658453977
H2AX1H60,ZIP--ZINB,log,5,3,-0.011546407016968345
H2AX1H60,ZIP--ZINB,log,5,4,-0.005361028625177816
H2AX1H60,ZIP--ZINB,log,5,5,-793.3760382778191
H2AX1H60,ZIP--ZINB,log,5,6,-873.6694277778736
H2AX1H60,ZIP--ZINB,log,5,7,5.751314608685931
H2AX1H60,ZIP--ZINB,log,5,8,17.25298679364295
H2AX1H60,ZIP--ZINB,log,5,9,-6.72268911503054e-07
H2AX1H60,ZIP--ZINB,log,6,0,-34.792279143357135
H2AX1H60,ZIP--ZINB,log,6,1,101.41057658453977
H2AX1H60,ZIP--ZINB,log,6,2,304.20789947516425
H2AX1H60,ZIP--ZINB,log,6,3,-0.005361028625177813
