n,Rep,elapsed_sec
25000,72,193.18941497802734
25000,71,211.6788833141327
25000,73,195.75552129745483
25000,74,184.62767028808594
25000,75,224.2517602443695
25000,76,237.96757578849792
25000,77,215.6351580619812
25000,79,163.7201430797577
25000,78,201.0348572731018
25000,80,182.19619965553284
25000,81,223.01092672348022
25000,82,204.91350841522217
25000,83,181.13927149772644
25000,86,168.77832221984863
25000,84,206.05485558509827
25000,85,207.3961536884308
25000,87,212.01264810562134
25000,88,220.7215600013733
25000,89,188.07765531539917
25000,90,189.1762101650238
25000,91,181.0439465045929
25000,92,193.804345369339
25000,94,171.98060846328735
25000,95,170.63183307647705
25000,93,209.89699506759644
25000,98,174.47219920158386
25000,99,150.32471013069153
25000,96,198.96408677101135
25000,97,190.19851517677307
