SourceFolder,Dataset,Model,Link,Log-Likelihood,AIC,BIC,nobs,n_params,success,nit,grad_norm_inf,cov_status,min_info_eig,info_rank,message
H2AX4H100_log_P_plus_NB,H2AX4H100,ZIP,log,-1224.5668501209627,2457.133700241925,2474.6946629101867,596,4,True,13,0.0009587249756535,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_P_plus_NB,H2AX4H100,ZINB,log,-1224.566849025342,2459.133698050684,2481.08490138601,596,5,True,30,0.0044634521968944,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_P_plus_NB,H2AX4H100,P+NB,log,-1225.7942659529906,2463.588531905981,2489.9299759083733,596,6,True,88,1.0979630022944775e-06,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_P_plus_NB,H2AX4H100,Z+P+NB,log,-1224.5668501288292,2465.1337002576583,2500.2556255941813,596,8,True,73,0.0004364906638087,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_P_plus_NB,H2AX4H100,ZIP--ZINB,log,-1222.4616653299322,2464.9233306598644,2508.8257373305178,596,10,True,45,0.1284558550593093,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Poisson,H2AX4H100,Poisson,log,-1305.4081337130851,2614.8162674261703,2623.596748760301,596,2,True,9,3.70508071707576e-05,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Poisson,H2AX4H100,NB,log,-1302.5439248473122,2611.0878496946243,2624.25857169582,596,3,True,13,7.762160236701732e-05,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Poisson,H2AX4H100,ZIP,log,-1224.5668501209627,2457.133700241925,2474.6946629101867,596,4,True,13,0.0009587249756535,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Poisson,H2AX4H100,ZINB,log,-1224.566849025342,2459.133698050684,2481.08490138601,596,5,True,30,0.0044634521968944,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Poisson,H2AX4H100,P+NB,log,-1225.7942659529906,2463.588531905981,2489.9299759083733,596,6,True,88,1.0979630022944775e-06,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Poisson,H2AX4H100,Z+P+NB,log,-1224.5668501288292,2465.1337002576583,2500.2556255941813,596,8,True,73,0.0004364906638087,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Poisson,H2AX4H100,ZIP--ZINB,log,-1222.4616653299322,2464.9233306598644,2508.8257373305178,596,10,True,45,0.1284558550593093,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZINB,H2AX4H100,Poisson,log,-1305.4081337130851,2614.8162674261703,2623.596748760301,596,2,True,9,3.70508071707576e-05,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZINB,H2AX4H100,NB,log,-1302.5439248473122,2611.0878496946243,2624.25857169582,596,3,True,13,7.762160236701732e-05,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZINB,H2AX4H100,ZIP,log,-1224.5668501209627,2457.133700241925,2474.6946629101867,596,4,True,13,0.0009587249756535,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZINB,H2AX4H100,ZINB,log,-1224.566849025342,2459.133698050684,2481.08490138601,596,5,True,30,0.0044634521968944,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZINB,H2AX4H100,P+NB,log,-1225.7942659529906,2463.588531905981,2489.9299759083733,596,6,True,88,1.0979630022944775e-06,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZINB,H2AX4H100,Z+P+NB,log,-1224.5668501288292,2465.1337002576583,2500.2556255941813,596,8,True,73,0.0004364906638087,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZINB,H2AX4H100,ZIP--ZINB,log,-1222.4616653299322,2464.9233306598644,2508.8257373305178,596,10,True,45,0.1284558550593093,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZIP,H2AX4H100,Poisson,log,-1305.4081337130851,2614.8162674261703,2623.596748760301,596,2,True,9,3.70508071707576e-05,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZIP,H2AX4H100,NB,log,-1302.5439248473122,2611.0878496946243,2624.25857169582,596,3,True,13,7.762160236701732e-05,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZIP,H2AX4H100,ZIP,log,-1224.5668501209627,2457.133700241925,2474.6946629101867,596,4,True,13,0.0009587249756535,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZIP,H2AX4H100,ZINB,log,-1224.566849025342,2459.133698050684,2481.08490138601,596,5,True,30,0.0044634521968944,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZIP,H2AX4H100,P+NB,log,-1225.7942659529906,2463.588531905981,2489.9299759083733,596,6,True,88,1.0979630022944775e-06,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZIP,H2AX4H100,Z+P+NB,log,-1224.5668501288292,2465.1337002576583,2500.2556255941813,596,8,True,73,0.0004364906638087,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_ZIP,H2AX4H100,ZIP--ZINB,log,-1222.4616653299322,2464.9233306598644,2508.8257373305178,596,10,True,45,0.1284558550593093,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Z_plus_P_plus_NB,H2AX4H100,Poisson,log,-1305.4081337130851,2614.8162674261703,2623.596748760301,596,2,True,9,3.70508071707576e-05,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Z_plus_P_plus_NB,H2AX4H100,NB,log,-1302.5439248473122,2611.0878496946243,2624.25857169582,596,3,True,13,7.762160236701732e-05,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Z_plus_P_plus_NB,H2AX4H100,ZIP,log,-1224.5668501209627,2457.133700241925,2474.6946629101867,596,4,True,13,0.0009587249756535,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Z_plus_P_plus_NB,H2AX4H100,ZINB,log,-1224.566849025342,2459.133698050684,2481.08490138601,596,5,True,30,0.0044634521968944,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Z_plus_P_plus_NB,H2AX4H100,P+NB,log,-1225.7942659529906,2463.588531905981,2489.9299759083733,596,6,True,88,1.0979630022944775e-06,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Z_plus_P_plus_NB,H2AX4H100,Z+P+NB,log,-1224.5668501288292,2465.1337002576583,2500.2556255941813,596,8,True,73,0.0004364906638087,not_computed,,0,Optimization terminated successfully
H2AX4H100_log_Z_plus_P_plus_NB,H2AX4H100,ZIP--ZINB,log,-1222.4616653299322,2464.9233306598644,2508.8257373305178,596,10,True,45,0.1284558550593093,not_computed,,0,Optimization terminated successfully
